,Mkt-RF,SMB,HML,RF
19791009,-3.44,-1.31,-0.01,0.038
19791010,-1.92,-2.69,-0.4,0.038
19791011,-0.02,0.74,0.02,0.038
19791012,-0.31,0.74,0.03,0.038
19791015,-1.23,-0.65,0.05,0.038
19791016,-0.21,0.02,0.11,0.038
19791017,0.3,0.26,-0.14,0.038
19791018,0.18,0.06,0,0.038
19791019,-2.09,-0.06,0.35,0.038
19791022,-1.43,-1.62,-0.36,0.038
19791023,-0.37,-0.05,-0.25,0.038
19791024,0.21,0.12,-0.12,0.038
19791025,-0.34,0.25,0.21,0.038
19791026,0.64,0.25,-0.24,0.038
19791029,0.16,0.03,-0.1,0.038
19791030,1.77,-0.51,-0.77,0.038
19791031,-0.62,0.56,0.16,0.038
19791101,0.79,-0.14,-0.19,0.047
19791102,0.17,0.28,-0.17,0.047
19791105,-0.68,0.11,-0.01,0.047
19791106,-0.61,0.21,0.09,0.047
19791107,-1.24,0.07,0.23,0.047
19791108,0.53,-0.11,-0.36,0.047
19791109,1.23,-0.06,-0.14,0.047
19791112,1.71,-0.78,-0.31,0.047
19791113,-0.36,0.31,0.24,0.047
19791114,0.37,0.12,-0.26,0.047
19791115,0.74,0.25,-0.48,0.047
19791116,-0.18,0.03,-0.05,0.047
19791119,0.41,0.04,-0.39,0.047
19791120,-0.48,0.48,-0.22,0.047
19791121,0.08,-0.22,-0.18,0.047
19791123,0.76,0.09,-0.29,0.047
19791126,2.11,-0.27,-0.42,0.047
19791127,-0.19,0.77,0.29,0.047
19791128,0.41,0.41,-0.35,0.047
19791129,0.07,0.52,-0.18,0.047
19791130,-0.49,0.54,0.06,0.047
19791203,-0.3,0.13,0.19,0.047
19791204,0.83,-0.19,-0.43,0.047
19791205,0.5,0.26,-0.39,0.047
19791206,0.69,0.21,-0.18,0.047
19791207,-0.35,0.67,-0.08,0.047
19791210,0.23,0.07,-0.05,0.047
19791211,-0.22,0.1,0.04,0.047
19791212,0.06,0.54,-0.33,0.047
19791213,0.14,0.24,-0.49,0.047
19791214,1.05,-0.19,-0.39,0.047
19791217,0.44,0.08,-0.24,0.047
19791218,-0.92,0.29,0.51,0.047
19791219,-0.14,0.14,-0.06,0.047
19791220,0.13,0.27,-0.02,0.047
19791221,-0.61,0.6,0.03,0.047
19791224,0.04,0.01,0.16,0.047
19791226,0.09,0,0.04,0.047
19791227,0.07,0.13,-0.11,0.047
19791228,0.03,0.36,-0.09,0.047
19791231,0.05,0.28,-0.12,0.047
19800102,-2.05,0.17,1.08,0.036
19800103,-0.73,-0.9,0.33,0.036
19800104,1.32,0.6,-0.4,0.036
19800107,0.39,0.23,0.04,0.036
19800108,1.92,-0.35,-0.69,0.036
19800109,0.11,0.64,0,0.036
19800110,0.85,0.33,-0.05,0.036
19800111,0.2,0.21,0.45,0.036
19800114,0.34,0.29,0.65,0.036
19800115,0.54,-0.13,-0.12,0.036
19800116,0.04,0.43,-0.14,0.036
19800117,-0.28,0.45,0.27,0.036
19800118,0.22,0.01,0.09,0.036
19800121,0.85,-0.2,0.22,0.036
19800122,-0.59,0.01,0.01,0.036
19800123,1.5,-0.69,-0.16,0.036
19800124,0.25,0.18,-0.08,0.036
19800125,-0.03,0.33,-0.2,0.036
19800128,1,-0.39,-0.27,0.036
19800129,-0.65,-0.05,0.22,0.036
19800130,0.94,-0.19,0.18,0.036
19800131,-0.72,0.53,0.17,0.036
19800201,0.66,-0.29,0.14,0.044
19800204,-0.46,0.32,0.21,0.044
19800205,0.21,0,-0.07,0.044
19800206,0.84,-0.67,0.17,0.044
19800207,0.43,-0.07,0.44,0.044
19800208,1.25,-0.74,0.46,0.044
19800211,-0.72,0.35,-0.19,0.044
19800212,0.58,-0.43,-0.5,0.044
19800213,0.27,-0.11,-0.28,0.044
19800214,-1.43,0.46,0.29,0.044
19800215,-0.92,0.3,0.03,0.044
19800219,-0.79,0.01,-0.06,0.044
19800220,1.41,-0.9,0.07,0.044
19800221,-0.93,0.41,-0.1,0.044
19800222,-0.4,-0.51,0.17,0.044
19800225,-1.41,0.3,-0.2,0.044
19800226,0.56,-0.42,0.13,0.044
19800227,-1.24,0.8,0.25,0.044
19800228,-0.03,-0.09,-0.24,0.044
19800229,0.97,-0.67,-0.1,0.044
19800303,-0.94,0.32,0.01,0.057
19800304,-0.08,-1.13,0.2,0.057
19800305,-1.59,-0.17,0.42,0.057
19800306,-2.42,-0.33,-0.21,0.057
19800307,-1.73,-0.02,-0.34,0.057
19800310,-0.76,-1.53,0.32,0.057
19800311,1.21,-0.45,0.01,0.057
19800312,-0.7,0.62,-0.01,0.057
19800313,-1.02,0.87,-0.43,0.057
19800314,-0.34,-0.23,-0.05,0.057
19800317,-3.2,-0.29,0.03,0.057
19800318,1.32,-2.14,0.22,0.057
19800319,0.36,0.48,0.01,0.057
19800320,-1.05,0.94,-0.25,0.057
19800321,-0.77,0.1,0.26,0.057
19800324,-3.13,-0.42,0.61,0.057
19800325,-0.55,-1.43,-0.48,0.057
19800326,-0.54,0.35,-0.16,0.057
19800327,-1.85,-5.15,0.33,0.057
19800328,2.93,1.99,-1.49,0.057
19800331,1.46,0.12,-0.16,0.057
19800401,0.32,0.84,-0.12,0.059
19800402,0.84,0.48,-0.3,0.059
19800403,-0.41,0.38,0.12,0.059
19800407,-2.07,0,0.53,0.059
19800408,0.94,-0.51,-0.1,0.059
19800409,1.81,-0.82,0.23,0.059
19800410,0.87,0.46,0.23,0.059
19800411,-0.11,0.54,0.4,0.059
19800414,-1.03,0.17,0.18,0.059
19800415,-0.23,-0.09,0.11,0.059
19800416,-1.09,0.39,0.59,0.059
19800417,-0.55,-0.25,0.21,0.059
19800418,-0.41,0.32,0.15,0.059
19800421,-0.89,-0.42,0.41,0.059
19800422,3.41,-0.82,-1.11,0.059
19800423,0.35,0.63,-0.08,0.059
19800424,0.81,0.28,-0.42,0.059
19800425,0.47,-0.85,-0.23,0.059
19800428,0.39,0.08,-0.01,0.059
19800429,0.3,0.23,-0.03,0.059
19800430,0.29,-0.04,0.19,0.059
19800501,-0.66,0.35,0.3,0.038
19800502,0.15,0.11,0.19,0.038
19800505,0.76,-0.21,0.25,0.038
19800506,0.14,0.49,-0.06,0.038
19800507,0.87,-0.03,0.61,0.038
19800508,-0.71,0.67,0.17,0.038
19800509,-1.18,0.89,0.14,0.038
19800512,-0.02,0.03,-0.03,0.038
19800513,1.19,-0.38,-0.24,0.038
19800514,0.65,0.41,-0.26,0.038
19800515,0.2,0.44,-0.38,0.038
19800516,0.38,0.15,-0.2,0.038
19800519,0.24,0.09,-0.12,0.038
19800520,-0.08,0.12,0,0.038
19800521,0.06,-0.03,0.13,0.038
19800522,1.21,-0.34,-0.25,0.038
19800523,1.45,-0.43,-0.09,0.038
19800527,0.66,-0.28,0.28,0.038
19800528,0.61,-0.48,-0.01,0.038
19800529,-1.47,0.82,-0.08,0.038
19800530,0.7,-0.46,0.02,0.038
19800602,-0.25,0.32,0.03,0.029
19800603,-0.21,0.22,-0.03,0.029
19800604,1.69,-0.7,-0.67,0.029
19800605,0.21,0.29,-0.02,0.029
19800606,0.4,0.1,-0.19,0.029
19800609,0.37,-0.16,0.2,0.029
19800610,0.8,-0.37,-0.12,0.029
19800611,1.08,-0.48,-0.23,0.029
19800612,-0.25,0.19,-0.28,0.029
19800613,0.29,0.46,0.05,0.029
19800616,0.17,-0.12,0.04,0.029
19800617,0.03,0.11,0.17,0.029
19800618,0.15,-0.23,0.23,0.029
19800619,-1.27,0.83,0.18,0.029
19800620,-0.41,0.28,0.21,0.029
19800623,0.39,-0.05,-0.12,0.029
19800624,0.58,-0.12,-0.09,0.029
19800625,1.21,-0.33,-0.08,0.029
19800626,-0.36,0.39,0.01,0.029
19800627,-0.12,0.33,-0.17,0.029
19800630,-1.46,0.62,0.13,0.029
19800701,0.55,-0.07,-0.69,0.024
19800702,0.66,0.15,-0.48,0.024
19800703,1.39,-0.28,-0.52,0.024
19800707,0.76,-0.13,-0.21,0.024
19800708,-0.3,0.39,0.06,0.024
19800709,0.13,0.25,-0.07,0.024
19800710,-0.75,0.71,0.13,0.024
19800711,0.7,0.06,-0.51,0.024
19800714,1.72,-0.21,-0.96,0.024
19800715,-0.46,0.62,0.07,0.024
19800716,0.21,0.38,-0.11,0.024
19800717,1.41,-0.23,-0.85,0.024
19800718,0.33,0.34,-0.21,0.024
19800721,0.34,-0.04,-0.23,0.024
19800722,-0.26,0.08,0.21,0.024
19800723,-0.16,0.24,-0.08,0.024
19800724,-0.11,0.26,-0.24,0.024
19800725,-0.76,0.43,0.06,0.024
19800728,0.43,-0.23,-0.39,0.024
19800729,0.76,0.06,-0.54,0.024
19800730,0.08,0.85,-0.53,0.024
19800731,-0.38,0.17,0.11,0.024
19800801,-0.18,0.88,-0.31,0.03
19800804,-0.36,0.01,0.32,0.03
19800805,-0.02,0.47,-0.16,0.03
19800806,0.66,0.01,-0.42,0.03
19800807,1.45,-0.33,-0.75,0.03
19800808,0.29,0.11,-0.12,0.03
19800811,0.91,-0.22,-0.24,0.03
19800812,-0.74,0.29,0.14,0.03
19800813,-0.28,0.5,0.08,0.03
19800814,1.51,-0.16,-0.82,0.03
19800815,0.4,0.17,-0.25,0.03
19800818,-1.79,0.08,1.01,0.03
19800819,-0.61,0.06,0.07,0.03
19800820,0.98,-0.12,-0.38,0.03
19800821,1.47,0.11,-0.74,0.03
19800822,0.6,0.22,-0.36,0.03
19800825,-0.5,0.39,-0.17,0.03
19800826,-0.12,0.4,-0.33,0.03
19800827,-0.93,0.58,0.3,0.03
19800828,-1.14,0.14,0.7,0.03
19800829,0.26,0.15,-0.01,0.03
19800902,0.99,-0.28,-0.03,0.036
19800903,1.92,-0.48,-0.4,0.036
19800904,-0.38,0.57,0.12,0.036
19800905,-0.31,0.68,-0.19,0.036
19800908,-1.22,0.7,0.19,0.036
19800909,0.54,-0.08,-0.29,0.036
19800910,0.67,0.35,-0.21,0.036
19800911,0.68,0.49,-0.94,0.036
19800912,0.08,0.62,-0.58,0.036
19800915,0.09,0.08,-0.39,0.036
19800916,0.9,0.04,-0.81,0.036
19800917,1.5,-0.26,-1.06,0.036
19800918,-0.34,0.16,0.08,0.036
19800919,0.57,0.19,-0.43,0.036
19800922,0.76,-0.58,-0.72,0.036
19800923,-0.68,-0.39,0.27,0.036
19800924,0.61,-0.64,-0.44,0.036
19800925,-1.17,0.53,0.21,0.036
19800926,-2.01,-0.03,0.82,0.036
19800929,-2.42,-0.65,1.07,0.036
19800930,1.5,-0.06,-0.95,0.036
19801001,1.31,-0.35,-1.57,0.041
19801002,0.72,-0.05,-0.57,0.041
19801003,1.11,0.34,-0.56,0.041
19801006,1.71,-0.24,-0.89,0.041
19801007,-0.5,0.33,0.04,0.041
19801008,0.48,0.23,-0.57,0.041
19801009,-0.37,0.54,0.03,0.041
19801010,-0.42,0.48,0.39,0.041
19801013,1.13,-0.47,-0.43,0.041
19801014,0,0.27,-0.07,0.041
19801015,1.1,-0.59,-0.54,0.041
19801016,-1.2,0.37,0.73,0.041
19801017,-0.52,0.14,0.07,0.041
19801020,0.6,-0.48,0.05,0.041
19801021,-0.63,0.26,0.1,0.041
19801022,0.17,0.43,-0.22,0.041
19801023,-1.79,0.58,0.87,0.041
19801024,0.25,-0.05,0.15,0.041
19801027,-1.41,0.56,0.41,0.041
19801028,-0.01,-0.12,-0.53,0.041
19801029,-0.14,0.25,-0.23,0.041
19801030,-1.43,0.44,0.51,0.041
19801031,0.97,-0.58,-0.19,0.041
19801103,1.1,-0.51,-0.79,0.053
19801105,1.69,-0.37,-1.4,0.053
19801106,-1.79,0.38,0.26,0.053
19801107,0.12,-0.47,-0.07,0.053
19801110,0.27,-0.18,-0.4,0.053
19801111,1.2,-0.34,-0.21,0.053
19801112,2.35,-0.95,-1.12,0.053
19801113,1.47,-0.33,-0.87,0.053
19801114,0.49,0.12,-0.49,0.053
19801117,0.39,-0.46,-0.44,0.053
19801118,1.37,-0.62,-0.97,0.053
19801119,-0.37,0.66,-0.62,0.053
19801120,0.91,-0.38,-0.34,0.053
19801121,-0.87,0.69,-0.07,0.053
19801124,-0.64,-0.36,0.79,0.053
19801125,0.76,-0.05,-0.19,0.053
19801126,0.5,0.08,-0.72,0.053
19801128,0.27,0.01,0.03,0.053
19801201,-2.21,0.91,0.35,0.059
19801202,-0.3,-0.37,0.26,0.059
19801203,-0.07,0.56,-0.35,0.059
19801204,-0.12,0.57,-0.19,0.059
19801205,-1.91,0.59,0.89,0.059
19801208,-2.71,-0.8,1.68,0.059
19801209,-0.21,-0.65,0.22,0.059
19801210,-1.6,0.3,0.82,0.059
19801211,-1.16,-1.52,0.49,0.059
19801212,1.38,-0.01,-1.05,0.059
19801215,0.11,0.25,-0.46,0.059
19801216,0.71,-0.75,-0.47,0.059
19801217,1.52,-0.86,-0.34,0.059
19801218,0.41,0.22,1.26,0.059
19801219,0.58,0.17,0.59,0.059
19801222,1.28,-0.34,-0.01,0.059
19801223,-0.31,0.55,0.16,0.059
19801224,0.35,0,0.19,0.059
19801226,0.46,-0.05,-0.26,0.059
19801229,-1.06,0.4,-0.24,0.059
19801230,0.16,-0.05,-0.43,0.059
19801231,0.35,0.61,-0.32,0.059
19810102,0.56,0.22,0.62,0.049
19810105,0.95,-0.24,0.93,0.049
19810106,0.05,0.19,0.85,0.049
19810107,-2.65,-1.28,1.78,0.049
19810108,-1.37,0.7,0.62,0.049
19810109,0.37,0.66,-0.35,0.049
19810112,0.02,0.38,0.45,0.049
19810113,-0.33,0.16,0.05,0.049
19810114,0.27,0.22,-0.35,0.049
19810115,0.5,0.01,-0.46,0.049
19810116,0.49,-0.05,-0.09,0.049
19810119,-0.25,0.3,0.17,0.049
19810120,-1.89,0.64,0.55,0.049
19810121,-0.36,-0.01,0.33,0.049
19810122,-0.83,0.43,0.08,0.049
19810123,-0.05,0.23,-0.19,0.049
19810126,-0.51,-0.17,0.34,0.049
19810127,1.01,-0.45,-0.3,0.049
19810128,-0.46,0.42,0.34,0.049
19810129,-0.08,0.3,0.43,0.049
19810130,-0.48,0.35,0.95,0.049
19810202,-2.25,-0.18,1.78,0.056
19810203,1.08,-0.93,-0.49,0.056
19810204,0.21,0.48,-0.17,0.056
19810205,0.94,0.1,-0.25,0.056
19810206,0.77,0.15,-0.44,0.056
19810209,-0.99,0.68,0.54,0.056
19810210,-0.14,0.04,0.12,0.056
19810211,-0.74,0.42,0.54,0.056
19810212,-0.66,0.03,0.55,0.056
19810213,-0.31,0.07,-0.09,0.056
19810217,0.43,-0.58,-0.05,0.056
19810218,0.45,-0.26,-0.48,0.056
19810219,-1.47,0.35,0.53,0.056
19810220,-0.19,-0.2,0.5,0.056
19810223,0.53,-0.33,-0.12,0.056
19810224,0.17,0.19,-0.12,0.056
19810225,0.7,-0.75,-0.22,0.056
19810226,1.17,0.13,-0.7,0.056
19810227,0.95,0.13,-0.49,0.056
19810302,0.6,0.06,-0.43,0.055
19810303,-0.92,0.74,0.54,0.055
19810304,0.14,-0.01,0.3,0.055
19810305,-0.51,0.64,0.19,0.055
19810306,-0.09,0.43,0.17,0.055
19810309,0.72,-0.29,-0.52,0.055
19810310,-0.46,-0.06,0.59,0.055
19810311,-0.32,0.04,0.35,0.055
19810312,2.23,-0.98,-0.68,0.055
19810313,0.03,0.24,0.49,0.055
19810316,1.01,-0.28,-0.07,0.055
19810317,-0.45,0.32,0.71,0.055
19810318,0.23,0.22,0.29,0.055
19810319,-0.5,0.89,0.6,0.055
19810320,0.63,0.42,-0.27,0.055
19810323,1.02,-0.37,-0.99,0.055
19810324,-0.6,0.48,-0.3,0.055
19810325,1.54,-0.59,-0.46,0.055
19810326,-0.45,0.52,0.1,0.055
19810327,-1.01,0.68,0.08,0.055
19810330,-0.3,0.22,-0.07,0.055
19810331,1.05,-0.18,-0.1,0.055
19810401,0.49,0.18,0,0.051
19810402,-0.08,0.4,0.2,0.051
19810403,-0.48,0.64,0.25,0.051
19810406,-1.11,0.34,0.15,0.051
19810407,-0.04,0.33,0.24,0.051
19810408,0.32,0.02,0.22,0.051
19810409,0.37,0.22,0.45,0.051
19810410,0.03,0.56,-0.14,0.051
19810413,-1.05,0.47,0.33,0.051
19810414,-0.56,0.05,0.73,0.051
19810415,1.01,-0.12,-0.39,0.051
19810416,0.44,0.43,-0.43,0.051
19810420,0.54,0.03,-0.33,0.051
19810421,-0.95,0.57,0.38,0.051
19810422,-0.08,0.17,0.38,0.051
19810423,-0.03,0.59,-0.02,0.051
19810424,0.72,-0.18,-0.15,0.051
19810427,0.2,-0.24,0.06,0.051
19810428,-0.95,-0.28,0.63,0.051
19810429,-0.94,0.14,0.2,0.051
19810430,0.01,0.22,-0.42,0.051
19810501,-0.17,0.03,-0.29,0.057
19810504,-1.53,-0.35,0.44,0.057
19810505,-0.41,-0.37,-0.35,0.057
19810506,0.4,-0.05,-0.4,0.057
19810507,0.7,-0.24,-0.35,0.057
19810508,0.08,0.36,0.08,0.057
19810511,-1.42,0.32,0.73,0.057
19810512,0.65,-0.65,0.16,0.057
19810513,-0.04,0.59,-0.16,0.057
19810514,0.56,0,0.2,0.057
19810515,0.61,-0.17,0.25,0.057
19810518,0.16,0.05,-0.33,0.057
19810519,-0.32,0.06,-0.02,0.057
19810520,0.1,0.46,-0.39,0.057
19810521,-0.11,0.33,0.11,0.057
19810522,-0.01,0.39,-0.11,0.057
19810526,0.88,-0.5,-0.38,0.057
19810527,0.65,0.22,-0.23,0.057
19810528,-0.17,0.82,0.29,0.057
19810529,-0.46,0.59,0.34,0.057
19810601,-0.23,0.45,0.36,0.061
19810602,-1.45,0.19,0.89,0.061
19810603,-0.03,-0.04,0.14,0.061
19810604,0.15,0.03,-0.08,0.061
19810605,0.85,-0.6,-0.28,0.061
19810608,-0.03,-0.16,0.46,0.061
19810609,-0.34,-0.11,0.32,0.061
19810610,0.25,-0.17,0.42,0.061
19810611,1.01,-0.01,0.08,0.061
19810612,-0.04,0.38,0.47,0.061
19810615,0.06,-0.04,1.1,0.061
19810616,-1.16,0.05,1.36,0.061
19810617,0.68,-0.69,-0.23,0.061
19810618,-1.21,0.54,0.26,0.061
19810619,0.38,-0.21,-0.35,0.061
19810622,-0.21,-0.1,0.26,0.061
19810623,0.93,-0.71,-0.16,0.061
19810624,-0.55,0.53,0.18,0.061
19810625,0.1,-0.06,-0.09,0.061
19810626,-0.23,0.24,-0.24,0.061
19810629,-0.68,-0.12,0.36,0.061
19810630,-0.65,-0.2,0.03,0.061
19810701,-0.98,0.33,0.01,0.056
19810702,-0.95,0.03,0.56,0.056
19810706,-1.12,-0.48,0.84,0.056
19810707,0.32,-0.79,-0.13,0.056
19810708,0.09,-0.12,-0.04,0.056
19810709,0.66,-0.17,-0.62,0.056
19810710,0.1,0.23,-0.12,0.056
19810713,0.12,-0.19,0.29,0.056
19810714,-0.12,-0.35,-0.32,0.056
19810715,0.38,0.12,-0.22,0.056
19810716,0.14,0.17,-0.28,0.056
19810717,0.29,0.03,-0.25,0.056
19810720,-1.59,0.24,0.34,0.056
19810721,-0.5,-0.54,-0.07,0.056
19810722,-0.88,0.35,0.3,0.056
19810723,0.12,-0.34,-0.23,0.056
19810724,0.8,-0.33,0.03,0.056
19810727,0.81,-0.34,-0.4,0.056
19810728,-0.51,0.28,0.26,0.056
19810729,-0.03,-0.05,0.33,0.056
19810730,0.57,-0.07,-0.43,0.056
19810731,0.77,-0.21,-0.34,0.056
19810803,-0.34,-0.12,0.1,0.061
19810804,0.42,-0.51,-0.48,0.061
19810805,1.05,-0.59,-0.28,0.061
19810806,0.1,0.14,0.1,0.061
19810807,-0.45,0.18,0.25,0.061
19810810,0.34,-0.72,0.05,0.061
19810811,0.84,-0.63,-0.1,0.061
19810812,-0.24,0.35,0.24,0.061
19810813,0.06,0.05,-0.28,0.061
19810814,-0.69,0.57,0.12,0.061
19810817,-1.02,0.04,0.6,0.061
19810818,-1.11,-0.17,0.7,0.061
19810819,0.19,-0.19,-0.28,0.061
19810820,0.15,0.1,-0.2,0.061
19810821,-1.03,0.37,0.89,0.061
19810824,-2.97,0.07,1.79,0.061
19810825,-0.53,-1.07,-0.13,0.061
19810826,-0.12,-0.07,0.2,0.061
19810827,-1.08,0.28,0.81,0.061
19810828,0.41,-0.19,-0.03,0.061
19810831,-1.15,0.05,0.88,0.061
19810901,0.13,-0.51,-0.11,0.059
19810902,0.26,0.05,-0.16,0.059
19810903,-1.92,0.25,1.2,0.059
19810904,-1.04,0.01,0.4,0.059
19810908,-1.96,-0.8,1.08,0.059
19810909,0.25,-0.29,-0.2,0.059
19810910,1.49,0.01,-0.74,0.059
19810911,1.15,-0.04,-0.26,0.059
19810914,-0.78,0.69,-0.03,0.059
19810915,-0.59,0.48,0.39,0.059
19810916,-0.84,-0.27,1.09,0.059
19810917,-1.49,0.14,1.31,0.059
19810918,-0.92,-0.27,0.76,0.059
19810921,0.54,-0.82,0.26,0.059
19810922,-0.52,0.17,0.47,0.059
19810923,-1.22,-0.9,0.91,0.059
19810924,-0.4,0.25,0.23,0.059
19810925,-2.4,-1.2,1.8,0.059
19810928,1.93,-1.8,-1.62,0.059
19810929,0.85,1.54,-1.26,0.059
19810930,0.26,0.52,-0.34,0.059
19811001,0.66,0.03,-0.83,0.054
19811002,1.97,-0.18,-0.97,0.054
19811005,0.31,0.6,-0.23,0.054
19811006,-0.14,0.32,-0.93,0.054
19811007,1.55,-0.05,-0.8,0.054
19811008,0.88,0.39,-0.66,0.054
19811009,-0.51,0.59,0.87,0.054
19811012,-0.21,0.31,0.28,0.054
19811013,-0.22,0.49,-0.09,0.054
19811014,-1.58,0.41,1,0.054
19811015,0.55,-0.4,-0.15,0.054
19811016,-0.36,0.35,0.32,0.054
19811019,-0.21,-0.16,0.26,0.054
19811020,0.95,-0.35,-0.6,0.054
19811021,-0.12,0.42,-0.48,0.054
19811022,-0.37,0.06,0,0.054
19811023,-0.8,0.42,0.1,0.054
19811026,-0.45,-0.15,-0.12,0.054
19811027,0.94,-0.18,-0.52,0.054
19811028,0.22,0.21,-0.2,0.054
19811029,-0.38,0.08,0.03,0.054
19811030,2.15,-1.19,-0.23,0.054
19811102,1.89,-0.49,-1.36,0.053
19811103,0.44,0.2,-0.14,0.053
19811104,0.13,0.15,0.06,0.053
19811105,-0.7,0.57,0.63,0.053
19811106,-0.51,0.28,0.48,0.053
19811109,0.35,-0.62,0.73,0.053
19811110,-0.4,0.4,0.64,0.053
19811111,0.12,-0.23,0.48,0.053
19811112,0.21,0.11,0.51,0.053
19811113,-1.16,0.62,1.12,0.053
19811116,-1.31,-0.28,1.08,0.053
19811117,0.51,-0.67,0.07,0.053
19811118,-0.45,0.38,0.4,0.053
19811119,0.42,-0.44,-0.55,0.053
19811120,0.87,-0.17,-0.51,0.053
19811123,-0.1,0.1,-0.42,0.053
19811124,1.21,-0.78,-0.2,0.053
19811125,0.34,0.15,-0.04,0.053
19811127,0.7,-0.06,-0.37,0.053
19811130,0.79,-0.28,-0.86,0.053
19811201,-0.23,0.18,0.1,0.04
19811202,-1.01,0.62,0.27,0.04
19811203,0.31,-0.44,-0.16,0.04
19811204,0.65,-0.22,-0.1,0.04
19811207,-0.78,0.16,0.4,0.04
19811208,-0.48,-0.33,0.13,0.04
19811209,0.46,-0.27,-0.51,0.04
19811210,0.14,0.15,-0.02,0.04
19811211,-0.57,0.46,-0.04,0.04
19811214,-1.59,0.17,0.63,0.04
19811215,0.04,0.05,0.02,0.04
19811216,-0.37,0.38,-0.12,0.04
19811217,0.4,-0.16,-0.64,0.04
19811218,0.63,-0.14,-0.4,0.04
19811221,-0.47,0.05,0.37,0.04
19811222,-0.39,0.08,0.39,0.04
19811223,-0.4,0.28,0.19,0.04
19811224,0.21,-0.01,-0.14,0.04
19811228,-0.27,-0.08,0.29,0.04
19811229,-0.56,-0.03,0.42,0.04
19811230,0.34,-0.12,-0.11,0.04
19811231,0.31,0.43,-0.2,0.04
19820104,0.16,-0.02,0.58,0.04
19820105,-2.03,0.65,1.48,0.04
19820106,-0.81,-0.06,0.72,0.04
19820107,-0.27,0.25,0.08,0.04
19820108,0.46,0,0.07,0.04
19820111,-2.33,0.23,1.77,0.04
19820112,-0.55,-0.36,0.13,0.04
19820113,-1.28,0.41,0.33,0.04
19820114,0.48,-0.39,-0.4,0.04
19820115,0.6,0.13,-0.8,0.04
19820118,0.58,-0.55,-0.53,0.04
19820119,-0.95,0.5,0.79,0.04
19820120,-0.61,0.22,0.56,0.04
19820121,0.3,-0.32,0.04,0.04
19820122,-0.38,0.01,0.61,0.04
19820125,-0.4,-0.93,0.32,0.04
19820126,-0.17,-0.04,0.08,0.04
19820127,0.35,-0.37,-0.24,0.04
19820128,2.53,-0.72,-1.72,0.04
19820129,1.12,0.02,-0.74,0.04
19820201,-1.79,0.95,0.8,0.048
19820202,0.27,0.01,-0.17,0.048
19820203,-0.93,0.79,0.55,0.048
19820204,-0.2,-0.02,0.23,0.048
19820205,0.76,-0.11,-0.08,0.048
19820208,-2.16,0.27,1.61,0.048
19820209,-0.94,-0.34,0.93,0.048
19820210,0.61,-0.47,-0.13,0.048
19820211,-0.14,-0.21,0.45,0.048
19820212,-0.07,0.15,-0.09,0.048
19820216,-0.46,-0.32,0.11,0.048
19820217,-0.19,0.45,-0.36,0.048
19820218,0.06,-0.06,-0.43,0.048
19820219,-0.47,-0.07,0.44,0.048
19820222,-1.25,0.41,1.6,0.048
19820223,-0.22,-0.65,0.98,0.048
19820224,1.4,-0.97,-0.29,0.048
19820225,-0.04,0.64,-0.31,0.048
19820226,-0.16,-0.02,0.43,0.048
19820301,0.24,-0.05,0.31,0.042
19820302,-0.38,0.3,1.1,0.042
19820303,-1.52,-0.07,1.98,0.042
19820304,-1.08,-0.14,1.41,0.042
19820305,-0.69,-0.59,1.7,0.042
19820308,-1.61,-0.2,2.11,0.042
19820309,0.7,-1.32,-0.61,0.042
19820310,0.5,0.12,-0.46,0.042
19820311,-0.12,-0.07,0.3,0.042
19820312,-0.8,-0.02,0.56,0.042
19820315,0.49,-0.61,-0.98,0.042
19820316,-0.06,0.39,-0.28,0.042
19820317,-0.15,0.16,-0.09,0.042
19820318,1.12,-0.05,-0.95,0.042
19820319,0.3,0.47,-0.36,0.042
19820322,1.88,-0.29,-1.64,0.042
19820323,0.59,0.01,-0.53,0.042
19820324,-0.45,0.5,0.16,0.042
19820325,0.31,0.36,-0.35,0.042
19820326,-0.89,0.59,0.34,0.042
19820329,0.12,0.02,-0.22,0.042
19820330,0.01,0.04,0.01,0.042
19820331,-0.22,0.2,0.09,0.042
19820401,1.37,-0.36,-1,0.053
19820402,1.06,-0.32,-1.11,0.053
19820405,-0.31,0.4,-0.15,0.053
19820406,0.48,-0.24,-0.11,0.053
19820407,0.15,0.31,-0.21,0.053
19820408,0.59,-0.04,-0.32,0.053
19820412,-0.22,0.17,0.16,0.053
19820413,-0.04,0.12,0.22,0.053
19820414,-0.17,-0.03,0.23,0.053
19820415,0.39,0.01,-0.5,0.053
19820416,0.45,0.02,-0.29,0.053
19820419,-0.09,0.18,0.5,0.053
19820420,-0.94,0.56,0.7,0.053
19820421,0.22,-0.01,0.22,0.053
19820422,1.01,-0.45,-0.55,0.053
19820423,1.04,-0.37,-0.76,0.053
19820426,0.42,0.02,-0.47,0.053
19820427,-0.91,0.43,0.34,0.053
19820428,-0.61,0.62,-0.05,0.053
19820429,-0.9,0.46,0.41,0.053
19820430,0.17,-0.01,-0.18,0.053
19820503,0.27,-0.3,0.05,0.053
19820504,0.59,-0.06,-0.19,0.053
19820505,0.12,-0.22,0.12,0.053
19820506,0.83,-0.15,-0.14,0.053
19820507,0.69,-0.31,-0.19,0.053
19820510,-0.75,0.37,0.11,0.053
19820511,0.79,-0.31,-0.46,0.053
